ma_shop_n, metroarian, ma_ptrans, ucl_code, ma_edu, ucl_name, metroariac, ma_shop, ma_edu_n, ma_hlth_n, ma_hlth, ma_ptransn, ma_fpost_n, ma_fpost, sa1no
"Moderate Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,3,"High Accessibility","Moderate Accessibility",3,"Low Accessibility","Low Accessibility",4,"21103126526"
"Moderate Accessibility","Moderate Accessibility",3,201001,2,"Melbourne",3,3,"High Accessibility","Moderate Accessibility",3,"Moderate Accessibility","Low Accessibility",4,"21103126527"
"Moderate Accessibility","Moderate Accessibility",2,201001,2,"Melbourne",3,3,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21103126528"
"Low Accessibility","Low Accessibility",5,201001,3,"Melbourne",4,4,"Moderate Accessibility","Moderate Accessibility",3,"Limited Accessibility","Low Accessibility",4,"21103126529"
"Low Accessibility","Moderate Accessibility",3,201001,2,"Melbourne",3,4,"High Accessibility","High Accessibility",2,"Moderate Accessibility","Low Accessibility",4,"21103126530"
"Moderate Accessibility","Moderate Accessibility",2,201001,2,"Melbourne",3,3,"High Accessibility","Moderate Accessibility",3,"High Accessibility","Moderate Accessibility",3,"21103126531"
"Moderate Accessibility","Moderate Accessibility",3,201001,2,"Melbourne",3,3,"High Accessibility","High Accessibility",2,"Moderate Accessibility","Moderate Accessibility",3,"21103126532"
"Low Accessibility","Moderate Accessibility",2,201001,2,"Melbourne",3,4,"High Accessibility","High Accessibility",2,"High Accessibility","Low Accessibility",4,"21103126533"
"Low Accessibility","Moderate Accessibility",2,201001,2,"Melbourne",3,4,"High Accessibility","Low Accessibility",4,"High Accessibility","Low Accessibility",4,"21103126534"
"Low Accessibility","Low Accessibility",4,201001,3,"Melbourne",4,4,"Moderate Accessibility","Low Accessibility",4,"Low Accessibility","Low Accessibility",4,"21103126535"
"Moderate Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,3,"High Accessibility","Moderate Accessibility",3,"Low Accessibility","Low Accessibility",4,"21103126536"
"Moderate Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,3,"High Accessibility","Moderate Accessibility",3,"Low Accessibility","Low Accessibility",4,"21103126537"
"Low Accessibility","Moderate Accessibility",1,201001,2,"Melbourne",3,4,"High Accessibility","High Accessibility",2,"Very High Accessibility","Low Accessibility",4,"21103126538"
"Moderate Accessibility","Moderate Accessibility",2,201001,2,"Melbourne",3,3,"High Accessibility","Moderate Accessibility",3,"High Accessibility","Moderate Accessibility",3,"21103126539"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21103126540"
"Moderate Accessibility","High Accessibility",2,201001,2,"Melbourne",2,3,"High Accessibility","Moderate Accessibility",3,"High Accessibility","High Accessibility",2,"21103126541"
"Moderate Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,3,"High Accessibility","Moderate Accessibility",3,"Low Accessibility","Moderate Accessibility",3,"21103126542"
"Moderate Accessibility","High Accessibility",2,201001,2,"Melbourne",2,3,"High Accessibility","Very High Accessibility",1,"High Accessibility","Moderate Accessibility",3,"21103126543"
"Moderate Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,3,"High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21103126544"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21103126601"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21103126602"
"Moderate Accessibility","Moderate Accessibility",4,201001,2,"Melbourne",3,3,"High Accessibility","Moderate Accessibility",3,"Low Accessibility","Moderate Accessibility",3,"21103126603"
"High Accessibility","High Accessibility",4,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21103126604"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","Very High Accessibility",1,"21103126605"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"Moderate Accessibility","High Accessibility",2,"21103126606"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126607"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21103126608"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21103126609"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21103126610"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21103126611"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21103126612"
"High Accessibility","High Accessibility",2,201001,3,"Melbourne",2,2,"Moderate Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21103126613"
"Very High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126614"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126615"
"High Accessibility","High Accessibility",2,201001,3,"Melbourne",2,2,"Moderate Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21103126616"
"Very High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,1,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21103126617"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21103126618"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126619"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126620"
"Very High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,1,"High Accessibility","Very High Accessibility",1,"Moderate Accessibility","Very High Accessibility",1,"21103126621"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126622"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126623"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126624"
"High Accessibility","High Accessibility",4,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Low Accessibility","High Accessibility",2,"21103126625"
"High Accessibility","High Accessibility",1,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21103126626"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21103126627"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21103126628"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21103126629"
"High Accessibility","High Accessibility",3,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21103126630"
"High Accessibility","High Accessibility",2,201001,3,"Melbourne",2,2,"Moderate Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21103126631"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","High Accessibility",2,"21103126632"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21103126633"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21103126634"
"Very High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21103126635"
"Very High Accessibility","High Accessibility",2,201001,3,"Melbourne",2,1,"Moderate Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21103126636"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126637"
"Very High Accessibility","High Accessibility",2,201001,3,"Melbourne",2,1,"Moderate Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21103126638"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21103126639"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126640"
"High Accessibility","Very High Accessibility",2,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126641"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21103126642"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21103126643"
"Very High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,1,"High Accessibility","Very High Accessibility",1,"High Accessibility","High Accessibility",2,"21103126644"
"Moderate Accessibility","High Accessibility",3,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"Moderate Accessibility","Moderate Accessibility",3,"21103126645"
"Moderate Accessibility","High Accessibility",1,201001,1,"Melbourne",2,3,"Very High Accessibility","High Accessibility",2,"Very High Accessibility","High Accessibility",2,"21103126646"
"Moderate Accessibility","High Accessibility",2,201001,2,"Melbourne",2,3,"High Accessibility","High Accessibility",2,"High Accessibility","Moderate Accessibility",3,"21103126647"
"High Accessibility","High Accessibility",2,201001,1,"Melbourne",2,2,"Very High Accessibility","High Accessibility",2,"High Accessibility","High Accessibility",2,"21103126648"
"High Accessibility","Very High Accessibility",1,201001,1,"Melbourne",1,2,"Very High Accessibility","Very High Accessibility",1,"Very High Accessibility","Very High Accessibility",1,"21103126701"
"High Accessibility","High Accessibility",4,201001,1,"Melbourne",2,2,"Very High Accessibility","Very High Accessibility",1,"Low Accessibility","High Accessibility",2,"21103126702"
"Moderate Accessibility","High Accessibility",3,201001,2,"Melbourne",2,3,"High Accessibility","High Accessibility",2,"Moderate Accessibility","Moderate Accessibility",3,"21103126703"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21103126704"
"High Accessibility","High Accessibility",2,201001,2,"Melbourne",2,2,"High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21103126705"
"High Accessibility","Very High Accessibility",1,201001,2,"Melbourne",1,2,"High Accessibility","High Accessibility",2,"Very High Accessibility","Very High Accessibility",1,"21103126706"
"Moderate Accessibility","High Accessibility",3,201001,2,"Melbourne",2,3,"High Accessibility","High Accessibility",2,"Moderate Accessibility","High Accessibility",2,"21103126707"
"Moderate Accessibility","Moderate Accessibility",3,201001,2,"Melbourne",3,3,"High Accessibility","High Accessibility",2,"Moderate Accessibility","Moderate Accessibility",3,"21103126708"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","High Accessibility",2,"High Accessibility","Very High Accessibility",1,"21103126709"
"High Accessibility","High Accessibility",3,201001,2,"Melbourne",2,2,"High Accessibility","Very High Accessibility",1,"Moderate Accessibility","Very High Accessibility",1,"21103126710"
"High Accessibility","Very High Accessibility",2,201001,2,"Melbourne",1,2,"High Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126711"
"High Accessibility","Very High Accessibility",2,201001,3,"Melbourne",1,2,"Moderate Accessibility","Very High Accessibility",1,"High Accessibility","Very High Accessibility",1,"21103126712"
